CPU: Intel Sandy Bridge microarchitecture, speed 2493.76 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Clock cycles when not halted) with a unit mask of 0x00 (No unit mask) count 100000
Counted mem_load_uops_misc_retired events (Memory load uops retired) with a unit mask of 0x02 (No unit mask) count 100000
Counted LLC_MISSES events (Last level cache demand requests from this core that missed the LLC) with a unit mask of 0x41 (No unit mask) count 100000
samples  %        samples  %        samples  %        image name               symbol name
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::inline_native_hashcode(bool, bool)
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::inline_native_isInterrupted()
1        5.5e-05  0              0  0              0  libjvm.so                LibraryCallKit::inline_string_equals()
1        5.5e-05  0              0  0              0  libjvm.so                LibraryIntrinsic::is_predicated() const
1        5.5e-05  0              0  0              0  libjvm.so                LinearScan::resolve_exception_edge(XHandler*, int, int, Phi*, MoveResolver&)
1        5.5e-05  0              0  0              0  libjvm.so                LinearScanWalker::split_and_spill_intersecting_intervals(int, int)
1        5.5e-05  0              0  0              0  libjvm.so                LoadBNode::Opcode() const
1        5.5e-05  1         0.0012  0              0  libjvm.so                LoadINode::ideal_reg() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadLNode::ideal_reg() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadLNode::memory_type() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadNNode::store_Opcode() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadNode::load_array_final_field(TypeKlassPtr const*, ciKlass*) const
1        5.5e-05  0              0  0              0  libjvm.so                LoadNode::size_of() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadNode::split_through_phi(PhaseGVN*)
1        5.5e-05  1         0.0012  0              0  libjvm.so                LoadPNode::memory_type() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadStoreConditionalNode::LoadStoreConditionalNode(Node*, Node*, Node*, Node*, Node*)
1        5.5e-05  0              0  0              0  libjvm.so                LoadStoreNode::bottom_type() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadUBNode::memory_type() const
1        5.5e-05  0              0  0              0  libjvm.so                LoadUSNode::Ideal(PhaseGVN*, bool)
1        5.5e-05  0              0  0              0  libjvm.so                LogicOp::is_commutative() const
1        5.5e-05  0              0  0              0  libjvm.so                LongConstant::as_LongConstant()
1        5.5e-05  0              0  0              0  libjvm.so                LookupSwitch::visit(InstructionVisitor*)
1        5.5e-05  0              0  0              0  libjvm.so                LoopNode::size_of() const
1        5.5e-05  0              0  0              0  libjvm.so                MachCallDynamicJavaNode::ret_addr_offset()
1        5.5e-05  0              0  0              0  libjvm.so                MachConstantBaseNode::pinned() const
1        5.5e-05  0              0  0              0  libjvm.so                MachEpilogNode::reloc() const
1        5.5e-05  0              0  0              0  libjvm.so                MachNode::ins_num_consts() const
1        5.5e-05  0              0  0              0  libjvm.so                MachNopNode::ideal_Opcode() const
1        5.5e-05  0              0  0              0  libjvm.so                MachNullCheckNode::emit(CodeBuffer&, PhaseRegAlloc*) const
1        5.5e-05  0              0  0              0  libjvm.so                MachNullCheckNode::in_RegMask(unsigned int) const
1        5.5e-05  0              0  0              0  libjvm.so                MachNullCheckNode::out_RegMask() const
1        5.5e-05  1         0.0012  0              0  libjvm.so                MachNullCheckNode::save_label(Label**, unsigned int*)
1        5.5e-05  0              0  0              0  libjvm.so                MachPrologNode::emit(CodeBuffer&, PhaseRegAlloc*) const
1        5.5e-05  0              0  0              0  libjvm.so                MachPrologNode::reloc() const
1        5.5e-05  0              0  0              0  libjvm.so                MachTempNode::out_RegMask() const
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::biased_locking_enter(RegisterImpl*, RegisterImpl*, RegisterImpl*, RegisterImpl*, bool, Label&, Label*, BiasedLockingCounters*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::call(Label&, relocInfo::relocType)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::cmp_narrow_oop(RegisterImpl*, _jobject*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::decode_heap_oop_not_null(RegisterImpl*, RegisterImpl*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::decode_klass_not_null(RegisterImpl*, RegisterImpl*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::encode_heap_oop_not_null(RegisterImpl*, RegisterImpl*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::fast_lock(RegisterImpl*, RegisterImpl*, RegisterImpl*, RegisterImpl*, RegisterImpl*, RegisterImpl*, BiasedLockingCounters*, RTMLockingCounters*, RTMLockingCounters*, Metadata*, bool, bool)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::mov_metadata(Address, Metadata*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::movdbl(XMMRegisterImpl*, Address)
1        5.5e-05  0              0  1         0.0023  libjvm.so                MacroAssembler::movoop(RegisterImpl*, _jobject*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::null_check(RegisterImpl*, int)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::pushptr(AddressLiteral)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::reinit_heapbase()
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::set_narrow_klass(RegisterImpl*, Klass*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::set_narrow_oop(Address, _jobject*)
1        5.5e-05  0              0  0              0  libjvm.so                MacroAssembler::verify_FPU(int, char const*)
1        5.5e-05  0              0  0              0  libjvm.so                MarkActivationClosure::do_code_blob(CodeBlob*)
1        5.5e-05  0              0  0              0  libjvm.so                Matcher::c_frame_pointer() const
1        5.5e-05  0              0  0              0  libjvm.so                Matcher::init_spill_mask(Node*)
1        5.5e-05  0              0  0              0  libjvm.so                Matcher::return_value(int, bool)
1        5.5e-05  0              0  1         0.0023  libjvm.so                Matcher::vector_width_in_bytes(BasicType)
1        5.5e-05  0              0  0              0  libjvm.so                MaxINode::bottom_type() const
1        5.5e-05  0              0  0              0  libjvm.so                MemBar::input_values_do(ValueVisitor*)
1        5.5e-05  0              0  0              0  libjvm.so                MemBarCPUOrderNode::ideal_reg() const
1        5.5e-05  0              0  0              0  libjvm.so                MemBarNode::adr_type() const
1        5.5e-05  1         0.0012  0              0  libjvm.so                MemNode::detect_ptr_independence(Node*, AllocateNode*, Node*, AllocateNode*, PhaseTransform*)
1        5.5e-05  0              0  0              0  libjvm.so                MemoryManager::oops_do(OopClosure*)
1        5.5e-05  0              0  1         0.0023  libjvm.so                MemoryPool::max_size() const
1        5.5e-05  0              0  0              0  libjvm.so                MemoryPool::oops_do(OopClosure*)
1        5.5e-05  0              0  0              0  libjvm.so                MemoryService::oops_do(OopClosure*)
1        5.5e-05  0              0  0              0  libjvm.so                MemoryService::track_memory_pool_usage(MemoryPool*)
1        5.5e-05  0              0  0              0  libjvm.so                MergeMemNode::ideal_reg() const
1        5.5e-05  0              0  0              0  libjvm.so                MergeMemNode::out_RegMask() const
1        5.5e-05  0              0  0              0  libjvm.so                Metachunk::free_word_size() const
1        5.5e-05  0              0  0              0  libjvm.so                MetaspaceAux::print_on(outputStream*)
1        5.5e-05  0              0  0              0  libjvm.so                MetaspaceObj::operator new(unsigned long, ClassLoaderData*, unsigned long, bool, MetaspaceObj::Type, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                Method::fast_exception_handler_bci_for(methodHandle, KlassHandle, int, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                Method::get_c2i_unverified_entry()
1        5.5e-05  0              0  0              0  libjvm.so                Method::is_compiled_lambda_form() const
1        5.5e-05  0              0  0              0  libjvm.so                Method::is_final_method() const
1        5.5e-05  0              0  0              0  libjvm.so                Method::is_final_method(AccessFlags) const
1        5.5e-05  0              0  0              0  libjvm.so                Method::line_number_from_bci(int) const
1        5.5e-05  0              0  0              0  libjvm.so                Method::name_and_sig_as_C_string(Klass*, Symbol*, Symbol*)
1        5.5e-05  0              0  0              0  libjvm.so                Method::result_type() const
1        5.5e-05  0              0  0              0  libjvm.so                MethodCounters::allocate(ClassLoaderData*, Thread*)
1        5.5e-05  0              0  0              0  libjvm.so                MethodCounters::set_highest_comp_level(int)
